type	text
Dogs	 Every year, bulldogs from across the country make their way to Des Moines, Iowa to participate in Drake Universitys beautiful bulldog contest. In addition to the bragging rights that come with the title, the winner also gets to serve as the mascot of the prestigious Drake Relays - the nations second oldest track event. The event that celebrated 36 years on April 19th, is extremely popular attracting as many as 100 applicants each year. Unfortunately, only fifty lucky ones picked by lottery are allowed to participate. However, that does not mean the competition is any less intense. Every owner tries his/her best to showcase their pet by dressing them in all kinds of fun and outrageous outfits, ranging from ladybirds topirates. The dogs try to impress the judges by doing what they do best - drooling! According to the decision makers, in addition to being beautiful in the classic bulldog way with the bottom teeth sticking out, the dogs also have to be kind and gentle. Tank who was adopted from Craigslist by Des Moines resident Duane Smith in 2014, seemed to fit the bill. The two-year-old who shares a home with a Pomeranian and some turtles, first impressed the judges with his no-nonsense camouflaged outfit and military-style helmet. However, what appeared to seal the deal was his au natural look during the final round. As one of the judges succinctly put it, Tank just had a great look to him. Runner-up Steve, who also hailed from Des Moines, seemed to recognize that the top spot was taken and refused to go down the catwalk. Much to the amusement of the audience, his owner had to lift and plunk him down in front of the judges. Princess Mabel Duchess impressed the judges with her friendly demeanor and blinking blue hair extensions, taking home the Ms. Congeniality Award. Linus the Lovebugs heart-shaped sunglasses and glittery ladybug wings earned her the title of best-dressed. Several other awards were also given but in the end, it was all about Tank, who appeared to enjoy the attention as he sat regally wearing the coveted crown and cape. Smith says that he knew he had a winner on his hands, the day he adopted the gorgeous dog. When he is not flaunting his good looks at pageants, Tank loves to play tug-of-war and socialize with the neighbors. 
Dogs	 On Saturday April, 25th, a little before noon local time, the tiny landlocked country of Nepal was jolted by a massive earthquake. The 7.8 magnitude tremor that was felt across four countries and affected over 6.6 million people, is the most powerful one the country has experienced in over eight decades. Not surprisingly, it has resulted in a large number of deaths and extensive property damage. While officials currently estimate the death toll to be about 4,000, the numbers could go up substantially as reports from the rugged hillsides that make up most of this impoverished country, come in. Thousands more are injured and even more are without shelter. As strong aftershocks continue to ripple through the area, even residents whose homes are not destroyed have taken to living on the streets. While the magnitude of the earthquake was certainly a factor, experts say the shallowness and the length of the tremor that lasted about 20 seconds, also contributed to the massive destruction. The fact that a majority of the buildings and homes are not built to withstand big tremors did not help. The ripple effect of the earthquake whoseepicenter was 50km from Nepals capital Kathmandu, were felt across northern India, Tibet and Bangladesh, where it killed 36, 12 and 4 residents, respectively. The quake also caused a massive avalanche at the Mount Everest base camp, killing 18 climbers and injuring at least 30. Many climbers are still missing. In addition to the devastating loss of lives, the earthquake has also reduced some of Nepals historic landmarks to rubble. Among them is Kathmandus Dharahara Tower. Built in 1832, the nine-story brick structure was a popular tourist destination. Also destroyed was the Maju Deval Temple. The Unesco World Heritage Site was built in 1690. The only silver lining was that the earthquake occurred on a Saturday, which means that children were not at school. The irony is that just a week ago, 50 earthquake and social scientists from around the world had arrived at Kathmandu to help prepare the congested city for a big tremor. Seismologist James Jackson, the lead scientist for Earthquakes without Frontiers who experienced the earthquake firsthand, says Physically and geologically what happened is exactly what we thought would happen. The only thing the experts miscalculated was the timing! They had not anticipated a big one this soon. While not much can be done about what happened, the world is now rushing to do whatever it can to help the people of Nepal. In addition to the typical aid relief from the Red Cross and countries all over the world, corporations like Google and Facebook are using their worldwide reach to help connect loved ones. Wireless services provider T-Mobile and Internet calling company Viber, have waived fees for all calls and texts to and from Nepal. While it will take the country some time to recover, the new Nepal will hopefully comprise of safer structures, ones that can withstand even the most severe tremors. Nepals position at the junction of the Indian and Eurasian tectonic plates, the collision of which resulted in the Himalayas, is the reason the country is prone to earthquakes. As the Indian plate continues to push north toward Asia, it rubs against the Eurasian plate. This generates stress and energy that builds up until the earths crust finally ruptures. To make matters worse, Nepal sits on a thrust fault. Unlike normal faults that create space when the ground cracks, thrust faults cause the tectonic plates to force themselves atop one another. This results in extremely severe movements. According the Hongfend Yang, an earthquake expert at the Chinese University of Hong Kong, Saturdays massive earthquake resulted in the Indian plate jumping forward by a stunning 2 meters or 6.5 feet! 
Tweens	The government is lowering the recommended amount of fluoride in drinking water. That's because some kids are getting too much. It is causing white splotches on their teeth.It's the first change since the government urged cities to add fluoride to water supplies to prevent tooth decay. That was more than 50 years ago. Now, fluoride is put in toothpaste, mouthwash and other products as well.One study found about 2 out of 5 adolescents had tooth streaking or spottiness. It's primarily a cosmetic issue, said Deputy Surgeon General Boris Lushniak.The mineral fluoride is in water and soil. About 70 years ago, scientists discovered that people whose drinking water naturally had more fluoride also had fewer cavities.Grand Rapids, Michigan became the world's first city to add fluoride to its drinking water. That was in 1945. Six years later, a study found a dramatic decline in tooth decay among children there. Then the U.S. surgeon general endorsed water fluoridation.Today, about 75 percent of Americans get fluoridated water.But adding fluoride was, and has remained, controversial. Opponents argue its health effects aren't completely understood. They say adding it amounts to an unwanted medication.Portland, Oregon voters rejected a proposal to add fluoride two years ago. This year, Sheridan, Wyoming resumed adding fluoride. The city stopped in 1953 after a referendum.Water fluoridation has been a public health success. Communities should keep adding fluoride, said Kathleen O'Loughlin, the American Dental Association's executive.Lushniak added: "It is the best method for delivering fluoride to all members of the community."Since 1962, the government has recommended a range of 0.7 milligrams per liter for warmer climates where people drink more water. In cooler areas, they recommended 1.2 milligrams. The new standard is 0.7 everywhere.Recent unpublished federal research found there's no regional differences in the amount of water kids drink. So it makes sense for the same levels to be used everywhere, health officials said.To limit fluoride for young children, the Centers for Disease Control and Prevention offers this advice. Don't use fluoride toothpaste for children under 2 unless recommended by a dentist. Use only a pea-sized amount of toothpaste for children 2 through 6. And avoid fluoride mouthwash.
Tweens	In the days after a crushing earthquake hit the country of Nepal on April 25, there is still time to save lives.  Many governments and aid agencies are sending doctors, volunteers and equipment. They aren't waiting for the dust to settle. The estimates are that thousands of people have been killed. No one knows how many are injured or without food.U.N. spokeswoman Orla Fagan said preventing the spread of disease is one of the most important tasks facing aid workers. Nepal is between India and Tibet. It is home to Mount Everest, the world's largest mountain and part of the Himalayas. An avalanche caused by the quake killed some climbers on the mountain."There are 14 international medical teams on the way and either 14 or 15 international search-and-rescue teams on the way," Fagan said. "They need to get in as soon as possible. They will use military aircraft to get them into Nepal."Diarrhea was already a growing problem. A measles outbreak was feared. Vaccines are in short supply, the U.N. warned in a report.Substantial logistical hurdles remain. But there were hopeful signs as Kathmandu's international airport reopened. There were still delays as aftershocks continued. Some aid vehicles were able to travel over land from India to the stricken Nepalese city of Pokhara."That means supplies could potentially come in over land from India. That is a positive sign," said Ben Pickering, Save the Children's humanitarian adviser in Britain. "The airport opening is a small miracle."He cautioned that chaotic conditions may create a bottleneck at the airport. That could occur as governments and aid agencies try to bring in personnel and supplies.The need is great. UNICEF said Sunday that nearly 1 million children in areas affected by the earthquake are in "urgent need" of humanitarian assistance. UNICEF staff reported dwindling water supplies, power shortages and communications breakdowns.Celebrities like singer Shakira sent tweets appealing for help for UNICEF. The mobile payment company Square created a "cashtag" to donate: cash.me/$unicef. PayPal announced it was waiving fees for donations to several aid organizations.Information was still lacking about conditions at the earthquake's epicenter, Pickering said."Going forward it's about access to the epicenter and helicopters are the key," Pickering said. He added that Save the Children has emergency kits pre-positioned in three warehouses in Nepal. The organization plans to distribute bedding, buckets and other basic supplies to 2,000 families as quickly as possible.Other charities face similar roadblocks.International Search and Rescue Germany said a team of 52 relief workers including doctors, experts trained in searching for people buried under rubble and several dog squads were being flown in. The team will bring a mobile medical treatment center.Spokesman Stefan Heine said the priority was to get to the scene of the quake as quickly as possible. The goal is to find those still alive.They will be supported by numerous governments that have announced plans to send aid worth millions of dollars.A U.S. military plane departed Sunday morning for Nepal carrying 70 personnel. The group included a U.S. Agency for International Development disaster assistance response team. An urban search-and-rescue team from Fairfax, Virginia and 45 tons of cargo were also on board. California was sending a team of 57 urban search-and-rescue workers.The United Arab Emirates deployed an 88-member search-and-rescue team to Nepal. The Emirates Red Crescent also sent a team.The Israeli military said it is sending a 260-member mission. The group will provide immediate search-and-rescue help and medical aid. The mission includes approximately 95 tons of humanitarian and medical supplies and a medical staff of 122 doctors, nurses and paramedics. European nations deployed as well. France said it would send 11 rescuers on Sunday. Britain announced that an advance team of eight had been sent and that a $7.6 million aid package would be available. Italy deployed a team of experts from its Civil Protection Department as well as it foreign crisis team. The Swiss Foreign Ministry said a team of experts including a doctor, a building surveyor and water quality technician had left for Nepal.Poland is sending a rescue team of 81 firefighters. The country is providing heavy equipment and several dogs, as well several medics. The firefighters were delayed by aftershocks and confusion at Kathmandu's airport, said Pawel Fratczak, spokesman for firefighters.Canada sent an advance unit from its urban disaster search and rescue team. The unit includes medical personnel and humanitarian relief supplies.Volunteers from various British charities gathered at London's Heathrow Airport. They prepared for flights to the Nepal region. Gary Francis is the leader of the Search and Rescue Assistance in Disasters group. He said the organization was bringing in enough tents, food and water to operate self-sufficiently for 15 days.They were bringing in "a vast array" of equipment. It included sound and vibration detectors, seismic listening devices and cutting equipment. Their goal would be to find survivors. U.N. humanitarian chief Valerie Amos said "entire areas have been flattened." She said time is very important in search-and-rescue efforts.
Tweens	A celebrity mountain lion that lounged under a home for hours and refused to budge despite bean bags, tennis balls and prods has wandered out on its own, wildlife officials said.A thorough check turned up no sign of the big cat. It is known as P-22 and was found under a residence in the hilly Los Feliz neighborhood. That's near Los Angeles. This was according to Lt. J.C. Healy of the California Department of Fish and Wildlife.Officials from the National Park Service were trying to pick up a signal from the electronic beacon on the cougar's collar to determine its whereabouts.Homeowner Rachel Archinaco told television station KABC that workers had been installing a home security system. They encountered the cougar in a crawl space."The one worker came sprinting through our house, white-faced, shouting, 'There's a mountain lion under your house!'" she said.The wild mountain lion, which has a red ear tag, normally lives in Griffith Park. It is right next to the neighborhood that features hillsides covered in thick brush. The animal arrived in the area several years ago. It came from the western slopes of the Santa Monica Mountains. The mountain lion crossed two freeways to get there.National Geographic famously photographed P-22 in 2013 with the Hollywood sign in the background. Several sharp photographs from a remote camera in Griffith Park captured the cat last year.He survived mange and a meal of rat poison last year to become apparently healthy again.At the home, wildlife officials cleared most media and gawkers away after darkness fell. Then they used several techniques that would not injure the animal to try to get him to leave. Trying to get the mountain lion to move on was handled by professionals. Gently, they poked him with a long prod. That did little other than temporarily lose the pricey GoPro camera they had attached to the end of it.They fired a tennis ball cannon into the crawl space. The idea was that the noise and commotion would scare him out. It's a tactic that often works with coyotes.They then fired small bean bags, the same kind police sometimes use for human crowd control, toward the cat. The mountain lion seemed unimpressed. All the tactics, shown live on streaming video, drew mild reactions from P-22. None came close to drawing him out. They didn't even get him to move much.Archinaco's husband, Jason, said the couple has three ordinary house cats. The family had thought about adding to their numbers."My wife wanted a fourth one," he said, "but not this way."
Tweens	You asked us, how do vaccines work? Well, vaccines are basically a stupendously brilliant way to train ourselves to fight some downright nasty, even deadly diseases.Let me explain.When we get sick from viruses or bacteria, our immune system creates weapons that attack the invading germs, but every disease is a little different, so we need to develop unique ammo for each one.And that can take time, which we don't always have, because some infections work fast and furious, never really giving us a chance to defend ourselves and the results can be deadly. The genius of vaccines is that they get our bodies to prep defense strategies without us having to actually get sick. Many do it by carrying a weaker or dead version of the germ, just enough to signal to our body to go on the attack, but not so much that an infection flares up.Our immune system then remembers the strategy for each defense, so if you ever come face to face with the real thing, we can get the upper hand by quickly pulling together a deadly strike force of our own. Many vaccines provide lifelong protection and though none is 100% effective, the more people in a population that get vaccinated the more we're able to control diseases. Thanks to vaccines smallpox is a thing of the past.Go science!For more stories like this, check us out every day at smithsonian.com.Go science, it's your birthday. Go science, it's your birthday.
Tweens	The most familiar mummies are the Egyptians, buried in elaborate tombs and surrounded with treasures to escort them into the afterlife.But not all mummies were Egyptian,  or even of the ruling class.Mummies have been found around the world, in circumstances ranging from honored leaders to unfortunate victims.What makes a mummy is its resistance to natural decay. Mummies are bodies that have preserved for long periods of time, either because people prepared them to last or because natural conditions caused accidental preservation.Each mummy is a time capsule that speaks to us from the past.Anthropologists who study mummies gather data from the skeleton as well as the clothing, jewelry, coffin or other accessories.These artifacts provide cultural context that might reveal how the person lived and died.These days, scientists try to peer inside mummies without destroying the linen strips or other materials wrapping the body or the body itself. X-rays are used to see the skeletal structure, while CT Scans can show soft tissues in three dimensions.Find out more about how scientists unravel the mysteries of mummies by joining us on Thursday, May 7, 2015, for a "Smithsonian Science How" live webcast titled Mummy Science – Natural and Cultural Preserved Remains, airing at 11 a.m. and 2 p.m. EDT on the Q?rius website.Dr. David Hunt from the Physical Anthropology Division at the National Museum of Natural History will appear live to discuss and answer questions.You can get teaching resources to support your webcast experience.
Tweens	Think Jaws meets a kangaroo, with maybe a touch of cute kitten and you've got the aptly named pocket shark, the newest and rarest species found off the U.S. coast.Surprised scientists found a tiny, young version of the extraordinarily rare shark that was fished out of the deep Gulf of Mexico in 2010 with lots of other creatures in a government research trip. The dead specimen spent more than three years in a giant freezer waiting to be identified.It turned out to be only the second of its species ever seen. The first pocket shark was found 36 years ago in the Pacific Ocean off the coast of Peru and it's been sitting in a Russian museum ever since.This pocket shark was a male, maybe a few weeks old, about 5.5 inches long. Strangely, this type of shark has two pockets next to its front fins; their purpose is not known. It's not quite like a kangaroo, which uses its pouch to carry young, but few species have pockets this large — about 4 percent of the shark's body."It's cute," said Tulane University biologist Michael Doosey, who co-authored a study in a zoological journal identifying the shark. "It almost looks like a little whale."National Oceanic and Atmospheric Administration fisheries biologist Mark Grace has spent more than 30 years going through bags upon bags of fish to identify them. It took him more than three years to get near the end of the freezer, when he plopped a bag on the table and let it thaw."I wasn't really sure what it was," Grace said. "That pocket over on the pectoral fin, I had never seen anything like that on a shark."It's a small miracle that the shark was not thrown away because a couple of times, the lab with the freezer lost power.Once identified, the shark was shipped to New York and France for high-tech examinations that wouldn't puncture the specimen.The shark also has unusual belly patches not seen in most sharks. The only other pocket shark was a female adult about 17 inches long; it is believed that adult females may be larger than males.But the truly strange thing about this species is its twin pockets. While no one knows what they are for, Grace and Doosey speculated that they may secrete some kind of glowing fluid or pheromones.The Gulf specimen has umbilical scars, showing he's probably a few weeks old, Grace said. Because of that, they think he was born in the Gulf. He was captured in February 2010 by the ship Pisces about 190 miles off the Louisiana coast."There's others" out there, Grace said. "We just haven't caught them yet."
Tweens	After nearly 100 years, the National Park Service holds some of the country's most beautiful and historic places. It also suffers from an $11 billion backlog of unfunded maintenance. And visitors are aging and mostly white.The park service's centennial is approaching. In 2016, it will mark 100 years. The park service is launching a campaign to raise support and court a younger, more diverse visitor base. First lady Michelle Obama and former first lady Laura Bush will co-chair the campaign. Americans will be called upon to "Find Your Park."Sustaining the parks and keeping them relevant to visitors far into the future is a challenge. Many facilities date back 50 years or more. Some are in danger of failing, such as a 70-year-old water pipeline at the at the Grand Canyon. That could cut off the water supply to the site, National Park Service Director Jonathan Jarvis said. Lodging at Glacier National Park needs a major overhaul. The nearly 100-year-old Memorial Bridge in Washington needs at least $150 million in repairs. That's more than the agency's entire annual construction budget.Behind the scenes, officials are seeking to expand fundraising through the National Park Foundation. They also want to bolster congressional support to improve the parks.This is the third major campaign in the national parks' history. The deplorable park conditions in 1915 originally led to the creation of the National Park Service. In the 1950s, there were calls to close parks because of their neglected conditions. That inspired a campaign to rebuild infrastructure and invite returning World War II veterans and their families to visit parks. The memorable slogan "See the USA in your Chevrolet" was created."They came in droves,"  Jarvis said of today's baby boomer generation. "They are our base today... The question that we're facing is who's going to be the next generation of park supporters."However, there is a problem. Those visitors tend to be older and whiter than the U.S. population overall."If we were a business and that was our clientele, then over the long term, we would probably be out of business," Jarvis said.In studying public perceptions, park officials found many people think national parks are only in the West. That's where Yellowstone and Yosemite are located. The officials want people to understand that urban sites also are national parks. A few of those include the Statue of Liberty, Independence Hall in Philadelphia, Little Rock, Ark., Central High School and the Lincoln Memorial in Washington.Over the next year, an advertising campaign will show how people connect with their favorite parks. There are corporate sponsors including American Express, REI and Humana that are also supporting the effort.To broaden access to the parks, all fourth grade students and their families will get free admission to national parks during the next school year.Celebrities are getting involved, too. The science guy Bill Nye, actresses Bella Thorne and Roselyn Sanchez, E! News anchor Terrence J. and singer Mary Lambert are urging millennials to put down their smartphones for time in parks.President Barack Obama requested an increase of $432 million to support the National Park Service in his 2016 budget proposal. It's a request that would lift the agency's budget to $3 billion annually. The money would address deferred maintenance and other needs. It likely will face resistance in Congress.During a recent hearing, Republican Rep. Tom McClintock of California said Congress must ensure the parks are well maintained. But he said the park service is plagued by "a clash of visions." The issue is between open access and new policies limiting access or amenities in some areas. He said the agency should be cautious about naming new parks. He wants the current parks to be fixed first. A campaign is under way. The goal is to raise hundreds of millions of dollars to rebuild historic infrastructure with private funds. Campaign planners hope public support will also help build congressional support.Interior Secretary Sally Jewell put the issue bluntly."If we don't reach out and become relevant to a broader population, we won't have the support the parks need to do their jobs in the future."
Tweens	The nation's biggest city, New York, is announcing the ambitious goal of reducing its waste output by 90 percent by 2030.The plan includes an overhaul of the city's recycling program. It includes incentives to reduce waste. It also includes tacit support for the City Council's plan to dramatically reduce the use of plastic shopping bags. It was announced by Democratic Mayor Bill de Blasio. The announcement came on Earth Day, which was April 22.New York has about 8.5 million residents. It would be the largest city in the Western Hemisphere to adopt such a plan. Its aim is to reduce the amount of the city's waste by more than 3 million tons from its 2005 level. That was about 3.6 million tons.The waste reduction plan is part of an update to the project created by de Blasio's predecessor, Michael Bloomberg. De Blasio is keeping its components but rebranding it OneNYC.The average New Yorker throws out nearly 15 pounds of waste a week. That adds up to millions of tons a year, de Blasio said in a statement to The Associated Press. "To be a truly sustainable city, we need to tackle this challenge head on."For decades, the city's trash has been exported by rail or barge. It is sent to South Carolina, Virginia, New Jersey, Pennsylvania or upstate New York. The new plan would eliminate almost all of the garbage exports. They cost the city more than $350 million a year.The amount of waste produced by the city has fallen 14 percent since 2005. That is due to an increase in recycling. A key component of the plan is to bolster that output by simplifying the process.Currently, residential buildings have two types of recycling bins. The city's new single-stream plan would consolidate all recycling into one bin by 2020.Organics — such as food scraps and yard waste — make up 31 percent of the city's residential waste stream. A program to collect that material directly from residents' homes is being expanded. The goal is to reach nearly 200,000 residents by year's end. Officials want to serve every home in the city by the end of 2018. The city also will offer economic incentives to participate. The incentives could eventually include a property tax rebate for homeowners.The city also aims to reduce commercial waste by 90 percent by 2030. It would adopt a program similar to what is being used in residential buildings. That could also mean tax incentives for businesses that participate. Those that don't take part could be fined.The de Blasio administration stopped short of endorsing a City Council bill. It proposes a 10-cent fee on plastic bags. Officials said that reducing their use is a priority.The OneNYC presentation is meant to build on de Blasio's environmental record. That includes a ban on Styrofoam boxes. The goal is to reduce carbon emissions from city buildings by 80 percent by 2050.Environmental groups applauded the plan's wide-ranging scope."We see cities all over the world struggling with waste," said Michael Berkowitz. He is president of 100 Resilient Cities. "A more efficient city is a more resilient city. And that means it's a stronger city."
Tweens	Scientists are getting their best look yet at the DNA code for the woolly mammoth, work that could be a step toward bringing back the extinct beast.Researchers deciphered the complete DNA code, or genomes, of two mammoths. The new genomes are far more refined than a previous one announced, in 2008. DNA determines what traits a living organism will have.One new genome comes from a mammoth that lived about 45,000 years ago in northeastern Siberia. The other comes from a creature that lived about 4,300 years ago on Russia's Wrangel Island in the Arctic Circle.The results were announced in a paper released by the journal Current Biology. The DNA was extracted from a tooth and a sample of soft tissue.Woolly mammoths were about as big as modern African elephants and they sport long curved tusks and thick hairy coats. They are the best-known species of mammoth. The information comes from frozen and often well-preserved carcasses in Siberia.The Wrangel Island population was the last of the creatures to go extinct. Some scientists have suggested that mammoths could be created anew through genetic engineering, an idea not everybody favors.Love Dalen of the Swedish Museum of Natural History in Stockholm, an author of the new study, said re-creating mammoths is not a goal of his research team and he's also "very uncertain" that it's even possible.Still, he wrote in an email, "Our genomes bring us one critical step closer to re-creating a mammoth .... I think it would be cool if it could be done, but I'm not sure it should be done."One ethical drawback, he said, is that elephants would be used as surrogate mothers to carry the genetically engineered mammoth embryos. That species mismatch might lead to problems that cause the mothers to suffer, he said.Hendrik Poinar of Canada's McMaster University in Hamilton, Ontario, who is another author of the study, said the new work "gives us at least a blueprint to work from."Poinar said mammoths could be a welcome addition if re-introduced to the wild, but if they were made just for exhibition at zoos, "I don't see any good in that at all."
Tweens	Streets in San Francisco's Tenderloin neighborhood are blocks away from the fancy stores and long lines of tourists waiting for cable cars. They are now cleaner since solar-powered toilets began rolling in.The mobile bathrooms on wheels are guarded by attendants. The bathrooms have been so successful that city officials say Portland, Oregon, Honolulu and New York have inquired about them. The cities are seeking solutions for similar sanitation problems.Supporters of the portable pit stops say having public bathrooms accessible has made the neighborhood more livable. The area has been known for crime, homelessness and poverty."Everyone has to go to the bathroom. That's not something anyone can stop," said Jane Kim. She is a San Francisco supervisor whose district includes the Tenderloin neighborhood. "This program affords people some dignity to take care of a human need."Two portable toilets with sinks mounted on a trailer are hauled in by pickup trucks. They are moved in each Tuesday through Friday. They are placed in three spots near soup kitchens and park areas that attract large clusters of people. They are dropped off at 2 p.m. and taken out at 9 p.m. to be cleaned.Attendants working for a nonprofit contracted by the city make sure the portable toilets stay sanitary. They keep them stocked with toilet paper, air freshener, soap, paper towels and seat covers. They also give users a courtesy knock after five minutes.Kaven Harris, 54, said before the toilets were brought in, he was forced to go to the bathroom in parking lots. He would hide between cars."If this pit stop weren't here, I would be in a parking lot," said Harris. He is an Army veteran who has been living on the streets about six months. "There is no place to use the bathroom if you're homeless and don't have money."The pilot program was inspired by a group of students at De Marillac Academy. It is a private Catholic school in the neighborhood. They read poems to city officials about their struggles growing up in the Tenderloin neighborhood."You had to be cautious and you had to be looking at the floor to make sure you didn't step on poop," student Karina Bonilla, 14, said. "But not anymore!"On a recent afternoon, an attendant locked the bathrooms when there were no customers. The attendant swept the nearby area.The success of the pilot program is largely due to the employees who make sure the bathrooms are not misused. That has happened with other public bathrooms, said Mohammed Nuru. He is the city's public works department director."We have seen huge success with staffing these facilities and making them decent for people," Nuru said.Since the program started in July, requests to cleaning feces and urine off of sidewalks also have dropped by a third. The requests have gone from an average of 27 calls per weekday to about 15, Nuru said.There are plans to set up more mobile bathrooms in other neighborhoods. Each costs the city about $100,000 per year per station. Officials have to allocate funds first. There are also plans to assign attendants to the 25 automated public bathrooms first installed 20 years ago throughout the city. They are so dirty that they are rarely used for their original purpose, Nuru said."The streets have been cleaner and smells aren't so bad," said Britney Pirring, a 13-year-old student at De Marillac Academy. "Now my brother and I can take our time on the streets walking to school."
